,200DayMovingAverage,50DayMovingAverage,52WeekHigh,52WeekLow,Address,AnalystTargetPrice,AssetType,Beta,BookValue,CIK,Country,Currency,Description,DilutedEPSTTM,DividendDate,DividendPerShare,DividendYield,EBITDA,EPS,EVToEBITDA,EVToRevenue,ExDividendDate,Exchange,FiscalYearEnd,ForwardPE,GrossProfitTTM,Industry,Information,LatestQuarter,MarketCapitalization,Name,Note,OperatingMarginTTM,PEGRatio,PERatio,PriceToBookRatio,PriceToSalesRatioTTM,ProfitMargin,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenuePerShareTTM,RevenueTTM,Sector,SharesOutstanding,Symbol,TrailingPE
78,272.93,318.93,355.35,115.17,"899 KIFER ROAD, SUNNYVALE, CA, US",365.37,Common Stock,1.124,6.84,1262039,USA,USD,"Fortinet (Nasdaq: FTNT) is an American multinational corporation headquartered in Sunnyvale, California. It develops and sells cybersecurity solutions, including but not limited to physical products such as firewalls, plus software and services such as anti-virus protection, intrusion prevention systems and endpoint security components.",3.322,None,None,0,676100000,3.322,84.22,16.94,None,NASDAQ,December,76.34,2024400000.0,"COMPUTER PERIPHERAL EQUIPMENT, NEC",,9/30/21,55944798000.0,Fortinet Inc,,0.192,4.289,103,49.26,17.89,0.177,0.293,0.332,0.0785,0.6,19.17,3126600000.0,TECHNOLOGY,163500000,FTNT,103
79,402.75,445.6,524.31,202.56,"S45 W29290 HIGHWAY 59, WAUKESHA, WI, US",527.82,Common Stock,0.984,28.25,1474735,USA,USD,"Generac Holdings Inc., commonly referred to as Generac, is a Fortune 1000 American manufacturer of backup power generation products for residential, light commercial and industrial markets.",8.23,6/21/13,None,0,804377000,8.23,36.32,8.49,6/10/13,NYSE,December,38.17,963954000.0,MOTORS & GENERATORS,,9/30/21,28193028000.0,Generac Holdings Inc,,0.21100000000000002,2.107,54.28,15.93,8.22,0.155,0.06,0.344,0.128,0.34299999999999997,54.87,3431195000.0,MANUFACTURING,63090000,GNRC,54.28
80,195.5,202.33,210.21,140.79,"2941 FAIRVIEW PARK DRIVE, SUITE 100, FALLS CHURCH, VA, US",226.88,Common Stock,1.093,56.4,40533,USA,USD,"General Dynamics Corporation (GD) is an American aerospace and defense corporation. It is headquartered in Reston, Fairfax County, Virginia.",11.65,11/12/21,4.67,0.0235,5302000000,11.65,12.91,1.753,10/7/21,NYSE,December,15.9,6325000000.0,SHIP & BOAT BUILDING & REPAIRING,,9/30/21,56115450000.0,General Dynamics Corporation,,0.114,2.335,17.25,3.536,1.452,0.0856,0.059000000000000004,0.015,0.0543,0.217,136.88,38657999000.0,MANUFACTURING,279223000,GD,17.25
81,104.93,105.3,116.17,74.4,"41 FARNSWORTH STREET, BOSTON, MA, US",124.28,Common Stock,1.037,34.12,40545,USA,USD,"General Electric Company (GE) is an American multinational conglomerate incorporated in New York City and headquartered in Boston. As of 2018, the company operates through the following segments: aviation, healthcare, power, renewable energy, digital industry, additive manufacturing and venture capital and finance.",-0.419,10/25/21,0.32,0.003,7228000000,-0.419,25.13,1.91,9/24/21,NYSE,December,26.18,13514000000.0,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),,9/30/21,118149000000.0,General Electric Company,,0.0226,0.284,None,3.136,1.5030000000000001,-0.0005,3.951,-0.005,0.0045,0.0488,71.71,78621999000.0,MANUFACTURING,1098140000,GE,-
82,60.73,61.85,63.95,52.62,"NUMBER ONE GENERAL MILLS BLVD, MINNEAPOLIS, MN, US",63.78,Common Stock,0.503,15.99,40704,USA,USD,"General Mills, Inc., is an American multinational manufacturer and marketer of branded consumer foods sold through retail stores. It is headquartered in Golden Valley, Minnesota, a suburb of Minneapolis.",3.7689999999999997,11/1/21,2.04,0.0324,4086700000,3.7689999999999997,13.1,2.771,10/7/21,NYSE,May,16.95,6450600000.0,GRAIN MILL PRODUCTS,,8/31/21,38303965000.0,General Mills Inc,,0.191,4.043,16.78,3.97,2.093,0.127,-0.01,0.04,0.0685,0.235,29.85,18302900000.0,MANUFACTURING,605692000,GIS,16.78
83,55.84,56.28,64.3,40.04,"300 RENAISSANCE CENTER, DETROIT, MI, US",72.54,Common Stock,1.21,36.1,1467858,USA,USD,"General Motors Company (GM) is an American multinational corporation headquartered in Detroit, Michigan that designs, manufactures, markets, and distributes vehicles and vehicle parts, and sells financial services, with global headquarters in Detroit's Renaissance Center.",7.47,3/20/20,0,0,17820000000,7.47,6.48,1.342,3/5/20,NYSE,December,8.71,14502000000.0,MOTOR VEHICLES & PASSENGER CAR BODIES,,9/30/21,92047925000.0,General Motors Company,,0.0952,0.694,8.48,1.657,0.703,0.085,-0.41700000000000004,-0.245,0.0326,0.203,90.52,130938000000.0,MANUFACTURING,1451860000,GM,8.48
84,95.61,92.36,101.28,85.1,"1027 NEWPORT AVE, P O BOX 1059, PAWTUCKET, RI, US",115.62,Common Stock,1.028,21.89,46080,USA,USD,"Hasbro, Inc. is an American multinational conglomerate with toy, board game, and media assets, headquartered in Pawtucket, Rhode Island.",3.278,11/15/21,2.72,0.0277,1209355000,3.278,10.41,2.72,10/29/21,NASDAQ,December,17.86,2789518000.0,"GAMES, TOYS & CHILDREN'S VEHICLES (NO DOLLS & BICYCLES)",,9/30/21,13546396000.0,Hasbro Inc,,0.153,1.752,29.96,4.488,2.21,0.0737,0.13699999999999998,0.109,0.0561,0.154,44.49,6129943000.0,MANUFACTURING,137947000,HAS,29.96
85,232.55,247.05,263.92,145.79,"ONE PARK PLZ, NASHVILLE, TN, US",286.7,Common Stock,1.61,0.74,860730,USA,USD,"HCA Healthcare is an American for-profit operator of health care facilities that was founded in 1968. It is based in Nashville, Tennessee, and, as of May 2020, owns and operates 186 hospitals and approximately 2,000 sites of care, including surgery centers, freestanding emergency rooms, urgent care centers and physician clinics in 21 states and the United Kingdom.",19.53,12/29/21,1.44,0.0059,12469000000,19.53,7.97,1.878,12/13/21,NYSE,December,13.05,19230000000.0,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",,9/30/21,76741820000.0,HCA Healthcare Inc,,0.16699999999999998,0.919,12.63,293.44,1.324,0.113,2.59,0.14800000000000002,0.12,-99999.99,175.29,57981002000.0,LIFE SCIENCES,311023000,HCA,12.63
86,77.21,77.94,83.45,60.7,"135 DURYEA RD, MELVILLE, NY, US",85.91,Common Stock,0.776,24.85,1000228,USA,USD,"Henry Schein, Inc. is an American distributor of health care products and services with a presence in 32 countries.",4.393,None,None,0,1016691000,4.393,11.46,0.971,None,NASDAQ,December,16.98,2814343000.0,"WHOLESALE-MEDICAL, DENTAL & HOSPITAL EQUIPMENT & SUPPLIES",,9/30/21,10989914000.0,Henry Schein Inc,,0.0669,2.106,18.04,3.146,0.898,0.0512,0.162,0.11900000000000001,0.0631,0.149,86.73,12236225000.0,TRADE & SERVICES,138674000,HSIC,18.04
87,175.07,176.73,182.69,142.19,"19 EAST CHOCOLATE AVENUE, EXTERNAL RPTG & COMPLIANCE, HERSHEY, PA, US",190.58,Common Stock,0.396,12.27,47111,USA,USD,"The Hershey Company, commonly known as Hershey's, is an American multinational company and one of the largest chocolate manufacturers in the world. It also manufactures baked products, such as cookies and cakes, and sells beverages like milkshakes, and many more that are produced globally. Its headquarters are in Hershey, Pennsylvania.",6.89,12/15/21,3.313,0.0186,2327185000,6.89,18.83,4.617,11/18/21,NYSE,December,24.21,3703478000.0,SUGAR & CONFECTIONERY PRODUCTS,,9/30/21,36627513000.0,The Hershey Company,,0.22899999999999998,4.376,25.81,14.53,4.148,0.162,0.0,0.063,0.135,0.623,42.61,8830453000.0,MANUFACTURING,145390000,HSY,25.81
88,79.82,84.72,92.79,43.73,"1185 AVENUE OF THE AMERICAS, NEW YORK, NY, US",105.83,Common Stock,2.029,18.22,4447,USA,USD,Hess Corporation (formerly Amerada Hess Corporation) is an American global independent energy company involved in the exploration and production of crude oil and natural gas.,0.633,9/30/21,1,0.0123,3299000000,0.633,10.32,4.877,9/14/21,NYSE,December,15.72,3660000000.0,PETROLEUM REFINING,,9/30/21,25453365000.0,Hess Corporation,,0.24100000000000002,-1.93,129.83,4.49,3.9760000000000004,0.0308,0.0,0.547,0.0501,0.0772,20.88,6402000000.0,ENERGY & TRANSPORTATION,309727000,HES,129.83
89,432.92,431.86,473.85,368.38,"500 W MAIN ST, LOUISVILLE, KY, US",503.67,Common Stock,0.942,126.5,49071,USA,USD,"Humana Inc. is a for-profit American health insurance company based in Louisville, Kentucky.",20.51,1/28/22,2.725,0.0061,4198000000,20.51,-,0.809,12/30/21,NYSE,December,18.21,15527000000.0,HOSPITAL & MEDICAL SERVICE PLANS,,9/30/21,57259327000.0,Humana Inc,,0.0471,1.373,21.72,3.53,0.6970000000000001,0.0325,0.17800000000000002,0.087,0.0577,0.16699999999999998,634.47,82201002000.0,FINANCE,128534000,HUM,21.72
90,15.14,15.97,16.8,11.11,"HUNTINGTON CTR, 41 S HIGH ST HC0917, COLUMBUS, OH, US",17.78,Common Stock,1.317,11.9,49196,USA,USD,"Huntington Bancshares Incorporated is a bank holding company headquartered in Columbus, Ohio.",0.892,1/3/22,0.6,0.0369,None,0.892,-,-,12/16/21,NASDAQ,December,11.59,3763000000.0,NATIONAL COMMERCIAL BANKS,,9/30/21,23504976000.0,Huntington Bancshares Incorporated,,0.386,0.647,18.22,1.368,4.37,0.225,-0.185,0.642,0.0082,0.0747,4.655,5379000000.0,FINANCE,1446460000,HBAN,18.22
91,206.53,201.45,222.89,153.73,"4101 WASHINGTON AVENUE, 909-7, 7J2, NEWPORT NEWS, VA, US",218.7,Common Stock,1.008,54.59,1501585,USA,USD,Huntington Ingalls Industries (HII) is the largest military shipbuilding company in the United States as well as a provider of professional services to partners in government and industry.,16.67,12/10/21,4.56,0.0241,1106000000,16.67,9.09,1.097,11/24/21,NYSE,December,12.58,1670000000.0,SHIP & BOAT BUILDING & REPAIRING,,9/30/21,7694115000.0,Huntington Ingalls Industries Inc,,0.0868,0.743,11.52,3.457,0.8009999999999999,0.0701,-0.331,0.01,0.0553,0.331,237.87,9604000000.0,MANUFACTURING,40061000,HII,11.52
92,221.56,219.06,236.67,183.85,"3100 SANDERS ROAD, SUITE 301, NORTHBROOK, IL, US",245.64,Common Stock,1.068,35.8,832101,USA,USD,"IDEX Corporation, based in Northbrook, Illinois, is a publicly traded company engaged in the development, design, and manufacture of fluidics systems and specialty engineered products.",5.63,10/29/21,2.12,0.0091,723818000,5.63,26.34,6.85,10/14/21,NYSE,December,33.22,1031531000.0,PUMPS & PUMPING EQUIPMENT,,9/30/21,17798975000.0,IDEX Corporation,,0.23600000000000002,2.558,41.6,6.51,6.68,0.162,0.102,0.225,0.0866,0.16899999999999998,35.0,2664824000.0,TECHNOLOGY,76032000,IEX,41.6
93,627.86,636.05,706.95,443.14,"ONE IDEXX DRIVE, WESTBROOK, ME, US",701.0,Common Stock,0.929,8.89,874716,USA,USD,"IDEXX Laboratories, Inc. is an American multinational corporation  engaged in the development, manufacture, and distribution of products and services for the companion animal veterinary, livestock and poultry, water testing, and dairy markets.",8.72,None,None,0,1019394000,8.72,51.94,16.9,None,NASDAQ,December,68.49,1571040000.0,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,,9/30/21,53142692000.0,IDEXX Laboratories Inc,,0.293,6.09,71.89,69.1,16.95,0.24100000000000002,0.201,0.12300000000000001,0.259,1.265,36.73,3135208000.0,LIFE SCIENCES,84794000,IDXX,71.89
94,35.01,37.14,39.35,20.29,"909 THIRD AVENUE, NEW YORK, NY, US",39.83,Common Stock,1.003,8.06,51644,USA,USD,"The Interpublic Group of Companies, Inc. (IPG) is an American publicly traded advertising company. The company consists of five major networks: FCB, IPG Mediabrands, McCann Worldgroup, MullenLowe Group, and Marketing Specialists, as well as a number of independent specialty agencies in the areas of public relations, sports marketing, talent representation, and healthcare.",1.771,12/15/21,1.065,0.0288,1740000000,1.771,12.15,1.758,11/30/21,NYSE,December,15.46,1668200000.0,SERVICES-ADVERTISING AGENCIES,,9/30/21,14404739000.0,The Interpublic Group of Companies Inc,,0.165,2.463,20.66,4.593,1.629,0.08,-0.155,0.157,0.0538,0.233,22.54,8843400000.0,TRADE & SERVICES,393755000,IPG,20.66
95,145.55,143.04,156.14,102.2,"521 W 57TH ST, NEW YORK, NY, US",162.38,Common Stock,1.015,84.17,51253,USA,USD,"International Flavors & Fragrances is an American corporation that produces flavors, fragrances, and cosmetic actives, which it markets globally. It is headquartered in New York City.",1.167,10/5/21,3.1,0.0206,2125149000,1.167,45.01,6.19,9/23/21,NYSE,December,23.64,2087062000.0,INDUSTRIAL ORGANIC CHEMICALS,,9/30/21,38838784000.0,International Flavors & Fragrances Inc,,0.11900000000000001,0.706,130.75,1.758,3.925,0.025,0.013000000000000001,1.422,0.0277,0.0183,47.71,9895239000.0,LIFE SCIENCES,254547000,IFF,130.75
96,515.76,575.38,631.56,335.88,"2700 COAST AVENUE, MOUNTAIN VIEW, CA, US",618.46,Common Stock,1.058,36.12,896878,USA,USD,"Intuit Inc. is an American business that specializes in financial software. Intuit's products include the tax preparation application TurboTax, personal finance app Mint and the small business accounting program QuickBooks.",7.56,10/18/21,2.36,0.0039,2844000000,7.56,57.87,17.71,10/7/21,NASDAQ,July,53.76,8000000000.0,SERVICES-PREPACKAGED SOFTWARE,,7/31/21,177685000000.0,Intuit Inc,,0.263,3.461,82.94,17.43,18.45,0.214,-0.17600000000000002,0.41,0.12,0.275,35.68,9633000000.0,TECHNOLOGY,283393000,INTU,82.94
97,320.66,343.01,369.69,227.47,"1020 KIFER ROAD, SUNNYVALE, CA, US",356.71,Common Stock,1.05,31.95,1035267,USA,USD,"Intuitive Surgical, Inc. is an American corporation that develops, manufactures, and markets robotic products designed to improve clinical outcomes of patients through minimally invasive surgery, most notably with the da Vinci Surgical System.",4.638,None,None,0,2088500000,4.638,57.83,22.08,None,NASDAQ,December,62.11,2861200000.0,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",,9/30/21,127108000000.0,Intuitive Surgical Inc,,0.325,19.36,76.72,10.98,23.16,0.308,0.195,0.302,0.0948,0.165,15.47,5488500000.0,LIFE SCIENCES,357237000,ISRG,76.72
98,25.95,25.24,29.32,15.23,"1555 PEACHTREE STREET NE, SUITE 1800, ATLANTA, GA, US",30.0,Common Stock,1.226,24,914208,USA,USD,"Invesco Ltd. is an American independent investment management company that is headquartered in Atlanta, Georgia.",2.53,12/2/21,0.665,0.0258,1916000000,2.53,9.05,3.37,11/10/21,NYSE,December,8.24,1880300000.0,INVESTMENT ADVICE,,9/30/21,12065176000.0,Invesco Ltd,,0.253,0.843,10.34,1.064,1.784,0.209,0.732,0.16899999999999998,0.031,0.113,14.63,6761200000.0,FINANCE,461207000,IVZ,10.34
99,159.9,167.94,172.96,110.78,"383 MADISON AVENUE, NEW YORK, NY, US",175.63,Common Stock,1.139,86.36,19617,USA,USD,"JPMorgan Chase & Co. is an American multinational investment bank and financial services holding company headquartered in New York City. JPMorgan Chase is incorporated in Delaware. As a Bulge Bracket bank, it is a major provider of various investment banking and financial services. It is one of America's Big Four banks, along with Bank of America, Citigroup, and Wells Fargo. JPMorgan Chase is considered to be a universal bank and a custodian bank. The J.P. Morgan brand is used by the investment banking, asset management, private banking, private wealth management, and treasury services divisions.",15.81,10/31/21,3.7,0.0221,None,15.81,-,-,10/5/21,NYSE,December,14.08,102063000000.0,NATIONAL COMMERCIAL BANKS,,9/30/21,493116000000.0,JPMorgan Chase & Co,,0.474,1.452,10.55,1.941,3.759,0.382,0.281,0.08800000000000001,0.0143,0.17800000000000002,43.05,131176000000.0,FINANCE,2955270000,JPM,10.55
100,28.01,29.13,32.05,20.83,"1133 INNOVATION WAY, SUNNYVALE, CA, US",28.29,Common Stock,0.883,13.48,1043604,USA,USD,"Juniper Networks, Inc. is an American multinational corporation headquartered in Sunnyvale, California. The company develops and markets networking products, including routers, switches, network management software, network security products, and software-defined networking technology.",0.45,12/22/21,0.8,0.0252,680300000,0.45,22.63,2.326,11/30/21,NYSE,December,16.53,2573700000.0,COMPUTER COMMUNICATIONS EQUIPMENT,,9/30/21,10402540000.0,Juniper Networks Inc,,0.0971,1.297,71.09,2.355,2.233,0.0323,-0.37200000000000005,0.044000000000000004,0.0324,0.0337,14.29,4658100000.0,TECHNOLOGY,325181000,JNPR,71.09
101,288.07,293.96,314.21,183.6,"427 W 12TH STREET, KANSAS CITY, MO, US",295.92,Common Stock,1.086,42.87,54480,USA,USD,"Kansas City Southern (KCS) is a Delaware-registered pure transportation holding company with railroad investments in the United States, Mexico, and Panama.",1.058,1/19/22,2.06,0.0067,1504400000,1.058,43.39,10.87,12/30/21,NYSE,December,31.25,1413900000.0,"RAILROADS, LINE-HAUL OPERATING",,9/30/21,28205742000.0,Kansas City Southern,,0.39399999999999996,2.642,293.02,7.2,9.75,0.0333,-0.149,0.128,0.0682,0.0218,31.82,2892900000.0,ENERGY & TRANSPORTATION,90980000,KSU,293.02
102,63.97,62.76,67.37,55.04,"ONE KELLOGG SQ, P O BOX 3599, BATTLE CREEK, MI, US",67.66,Common Stock,0.58,10.21,55067,USA,USD,"The Kellogg Company, doing business as Kellogg's, is an American multinational food manufacturing company headquartered in Battle Creek, Michigan, United States.",3.668,12/15/21,2.3,0.0364,2371000000,3.668,12.19,2.06,11/30/21,NYSE,December,15.24,4740000000.0,GRAIN MILL PRODUCTS,,9/30/21,21695422000.0,Kellogg Company,,0.134,2.467,17.34,6.19,1.525,0.0886,-0.11900000000000001,0.055999999999999994,0.0637,0.33399999999999996,41.65,14225000000.0,MANUFACTURING,341123000,K,17.34
103,21.52,23.09,24.57,14.6,"127 PUBLIC SQ, CLEVELAND, OH, US",25.12,Common Stock,1.503,16.77,91576,USA,USD,"KeyBank, the primary subsidiary of KeyCorp, is a regional bank headquartered in Cleveland.",2.5669999999999997,9/15/21,0.74,0.0306,None,2.5669999999999997,-,-,8/30/21,NYSE,December,12.41,5665000000.0,NATIONAL COMMERCIAL BANKS,,9/30/21,22429186000.0,KeyCorp,,0.43700000000000006,0.97,9.38,1.443,2.966,0.341,0.575,0.262,0.0143,0.145,7.89,7562000000.0,FINANCE,931058000,KEY,9.38
104,161.64,173.89,187.78,112.65,"1400 FOUNTAINGROVE PARKWAY, SANTA ROSA, CA, UNITED STATES",183.31,Common Stock,0.986,20.36,1601046,USA,USD,"Keysight Technologies, or Keysight, is an American company that manufactures electronics test and measurement equipment and software.",4.427,None,None,0,1346000000,4.427,25.44,7,None,NYSE,October,27.55,2533000000.0,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",,7/31/21,34374656000.0,Keysight Technologies Inc,,0.21,1.777,42.16,9.12,7.06,0.17,0.462,0.23199999999999998,0.0855,0.233,26.24,4867000000.0,LIFE SCIENCES,184196000,KEYS,42.16
105,69.78,58.42,85.49,54.26,"599 S. RIVERSHORE LANE, EAGLE, ID, US",73.86,Common Stock,0.693,2.926,1679273,USA,USD,"Lamb Weston Holdings, Inc. is an American food processing company that is one of the world's largest producers and processors of frozen french fries and other frozen potato products. It is headquartered in Eagle, Idaho.",1.75,12/3/21,0.935,0.0162,589100000,1.75,17.7,2.753,11/4/21,NYSE,May,36.1,832000000.0,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",,8/31/21,8254302000.0,Lamb Weston Holdings Inc,,0.107,2.408,32.29,19.76,2.182,0.0683,-0.672,0.129,0.0601,0.68,25.84,3783600000.0,MANUFACTURING,146068000,LW,32.29
106,46.72,39.08,66.77,35.59,"3355 LAS VEGAS BOULEVARD, SOUTH, ROOM 1A, LAS VEGAS, NV, US",49.86,Common Stock,1.487,2.751,1300514,USA,USD,"Las Vegas Sands Corporation is an American casino and resort company based in Paradise, Nevada, United States. Its resorts feature accommodations, gambling and entertainment, convention and exhibition facilities, restaurants and clubs, as well as an art and science museum in Singapore.",-1.499,3/26/20,0,0,261000000,-1.499,353.02,8.77,3/17/20,NYSE,December,39.53,1838000000.0,HOTELS & MOTELS,,9/30/21,30017169000.0,Las Vegas Sands Corp,,-0.18899999999999997,4.513,None,14.36,6.11,-0.231,-0.05,0.922,-0.0284,-0.542,6.43,4913000000.0,REAL ESTATE & CONSTRUCTION,763990000,LVS,-
107,49.37,45.73,58.18,38.92,"NO. 1 LEGGETT ROAD, CARTHAGE, MO, US",51.25,Common Stock,1.468,11.81,58492,USA,USD,"Leggett & Platt (L&P), based in Carthage, Missouri, is a diversified manufacturer that designs and produces various engineered components and products.",2.9189999999999996,10/15/21,1.64,0.0374,725000000,2.9189999999999996,10.03,1.6,12/14/21,NYSE,December,-,895600000.0,HOUSEHOLD FURNITURE,,9/30/21,5934609000.0,Leggett & Platt Incorporated,,0.11,-4.11,15.24,3.712,1.206,0.0812,-0.099,0.092,0.0681,0.278,36.15,4921700000.0,MANUFACTURING,133377000,LEG,15.24
108,100.37,97.72,112.57,87.06,"11951 FREEDOM DRIVE, RESTON, VA, US",116.9,Common Stock,0.867,29.39,1336920,USA,USD,"Leidos, formerly known as Science Applications International Corporation (SAIC), is an American defense, aviation, information technology (Lockheed Martin IS&GS), and biomedical research company headquartered in Reston, Virginia, that provides scientific, engineering, systems integration, and technical services.",5.42,12/30/21,1.38,0.0149,1506000000,5.42,12.16,1.341,12/14/21,NYSE,January,13.14,1737000000.0,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,,10/31/21,13131521000.0,Leidos Holdings Inc,,0.0885,2.34,17.26,3.154,0.973,0.0575,0.265,0.07400000000000001,0.0584,0.198,95.56,13498000000.0,TECHNOLOGY,140339000,LDOS,17.26
109,100.36,98.88,110.04,70.48,"700 NW 107TH AVENUE, SUITE 400, MIAMI, FL, US",120.36,Common Stock,1.503,66.73,920760,USA,USD,"Lennar Corporation is a home construction and real estate company based in Fontainebleau, Florida.",13.18,10/28/21,1,0.0094,5436672000,13.18,6.51,1.396,10/13/21,NYSE,November,7.96,5171203000.0,GENERAL BLDG CONTRACTORS - RESIDENTIAL BLDGS,,8/31/21,32767291000.0,Lennar Corporation,,0.209,0.548,8.21,1.575,1.284,0.162,1.1320000000000001,0.182,0.10800000000000001,0.218,82.71,25523005000.0,REAL ESTATE & CONSTRUCTION,271852000,LEN,8.21
110,101.37,95.68,116.55,73.92,"1221 MCKINNEY ST, SUITE 700, HOUSTON, TX, US",113.32,Common Stock,1.478,35.37,1489393,USA,USD,"LyondellBasell Industries N.V. (NYSE: LYB) is a Dutch-domiciled multinational chemical company with American and British roots, incorporated in the Netherlands, with U.S. operations headquarters in Houston, Texas, and offices in London, UK. The company is the largest licensor of polyethylene and polypropylene technologies. It also produces ethylene, propylene, polyolefins, and oxyfuels.",17.12,9/7/21,4.36,0.046,8052000000,17.12,5.12,1.081,8/27/21,NYSE,December,6.12,3394000000.0,INDUSTRIAL ORGANIC CHEMICALS,,9/30/21,31701004000.0,LyondellBasell Industries N.V,,0.165,1.51,5.56,2.671,0.768,0.139,14.93,0.8740000000000001,0.12,0.593,123.59,41280000000.0,LIFE SCIENCES,332784000,LYB,5.56
111,148.05,152.96,165.79,113.6,"C/O CORPORATE REPORTING, ONE M&T PLAZA 5TH FLOOR, BUFFALO, NY, US",171.74,Common Stock,1.107,122.6,36270,USA,USD,"M&T Bank Corporation is an American bank holding company headquartered in Buffalo, New York.",13.95,9/30/21,4.4,0.0276,None,13.95,-,-,8/31/21,NYSE,December,13.62,5154761000.0,STATE COMMERCIAL BANKS,,9/30/21,20572871000.0,M&T Bank Corporation,,0.429,1.349,11.46,1.298,3.426,0.312,0.342,0.185,0.0129,0.111,46.71,6004872000.0,FINANCE,128685000,MTB,11.46
112,13.12,15.86,17.59,5.13,"P O BOX 3128, HOUSTON, TX, US",19.43,Common Stock,3.081,13.68,101778,USA,USD,"Marathon Oil Corporation is an American company engaged in hydrocarbon exploration incorporated in Ohio and headquartered in the Marathon Oil Tower in Houston, Texas.",-0.052000000000000005,12/10/21,0.18,0.0108,2489000000,-0.052000000000000005,6.56,3.529,11/16/21,NYSE,December,12.67,1971000000.0,CRUDE PETROLEUM & NATURAL GAS,,9/30/21,12985997000.0,Marathon Oil Corporation,,0.0384,4.225,None,1.206,2.758,-0.0087,-0.313,0.884,0.0063,-0.0038,5.95,4709000000.0,ENERGY & TRANSPORTATION,778537000,MRO,-
113,60.2,65.06,68.78,36.07,"539 SOUTH MAIN STREET, FINDLAY, OH, US",74.06,Common Stock,2.082,45.47,1510295,USA,USD,"Marathon Petroleum Corporation is an American petroleum refining, marketing, and transportation company headquartered in Findlay, Ohio.",14.25,12/10/21,2.32,0.0352,5927000000,14.25,9.02,0.547,11/16/21,NYSE,December,14.97,4163000000.0,PETROLEUM REFINING,,9/30/21,40505692000.0,Marathon Petroleum Corporation,,0.0245,15.65,4.619,1.437,0.39299999999999996,0.0898,938.6,0.8640000000000001,0.0182,0.0511,159.49,103033000000.0,ENERGY & TRANSPORTATION,615588000,MPC,4.619
114,447.2,407.55,598.02,381.61,"55 HUDSON YARDS, 15TH FLOOR, NEW YORK, NY, US",435.78,Common Stock,0.353,27.75,1278021,USA,USD,"MarketAxess Holdings Inc. (MarketAxess) is an international financial technology company that operates an electronic trading platform for the institutional credit markets, and also provides market data and post-trade services.",7.31,11/17/21,2.58,0.0067,401914000,7.31,34.67,20.14,11/2/21,NASDAQ,December,47.39,498148000.0,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",,9/30/21,14785464000.0,MarketAxess Holdings Inc,,0.507,4.386,53.19,13.79,20.97,0.395,-0.146,-0.012,0.156,0.285,18.82,705237000.0,FINANCE,38026500,MKTX,53.19
115,126.92,123.88,135.23,106.45,"20 ON HATCH, LOWER HATCH STREET, DUBLIN, IE",145.19,Common Stock,0.768,38.29,1613103,USA,USD,"Medtronic plc is an American-Irish registered medical device company that primarily operates in the United States. Medtronic has an operational and executive headquarters in Fridley, Minnesota in the US.",2.859,10/15/21,2.37,0.0198,9155000000,2.859,22.78,5.58,9/23/21,NYSE,April,20.88,19762000000.0,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,,7/31/21,160569000000.0,Medtronic plc,,0.204,2.214,41.73,3.126,5.08,0.12300000000000001,0.556,0.22699999999999998,0.0434,0.0766,23.48,31597001000.0,LIFE SCIENCES,1345810000,MDT,41.73
116,76.97,81.09,91.4,66.61,"2000 GALLOPING HILL ROAD, KENILWORTH, NJ, US",93.21,Common Stock,0.423,10.64,310158,USA,USD,"Merck & Co. is an American multinational pharmaceutical company headquartered in Kenilworth, New Jersey. It is named after the Merck family, which set up Merck Group in Germany in 1668.",2.7689999999999997,10/7/21,2.48,0.0295,19922000000,2.7689999999999997,29.3,4.707,9/14/21,NYSE,December,11.56,34572000000.0,PHARMACEUTICAL PREPARATIONS,,9/30/21,212908000000.0,Merck & Co. Inc,,0.327,1.325,30.37,6.2,4.226,0.111,-0.483,0.049,0.121,0.26,19.91,50382000000.0,LIFE SCIENCES,2532060000,MRK,30.37
